week_end_date,total_tons,source_url,ingested_at_utc
1995-11-11,1205.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1995-11-18,1262.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1995-11-25,1572.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1995-12-02,1402.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1995-12-09,1260.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1995-12-16,788.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1995-12-23,949.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1995-12-30,798.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-01-06,389.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-01-13,452.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-01-20,700.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-01-27,736.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-02-03,471.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-02-10,278.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-02-17,396.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-02-24,582.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-03-02,837.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-03-09,550.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-03-16,618.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-03-23,1024.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-03-30,959.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-04-06,1138.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-04-13,949.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-04-20,1145.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-04-27,995.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-05-04,808.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-05-11,876.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-05-18,666.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-05-25,1065.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-06-01,712.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-06-08,708.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-06-15,1047.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-06-22,958.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-06-29,1261.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-07-06,1258.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-07-13,997.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-07-20,812.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-07-27,985.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-08-03,877.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-08-10,826.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-08-17,510.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-08-24,471.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-08-31,371.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-09-07,196.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-09-14,323.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-09-21,257.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-09-28,288.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-10-05,163.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-10-12,570.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-10-19,1020.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-10-26,1213.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-11-02,1164.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-11-09,1224.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-11-16,1343.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-11-23,1107.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-11-30,1257.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-12-07,1308.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-12-14,1103.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-12-21,583.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1996-12-28,351.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-01-04,305.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-01-11,672.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-01-18,360.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-01-25,317.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-02-01,330.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-02-08,484.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-02-15,412.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-02-22,659.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-03-01,398.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-03-08,457.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-03-15,887.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-03-22,1035.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-03-29,703.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-04-05,710.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-04-12,695.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-04-19,750.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-04-26,500.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-05-03,362.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-05-10,501.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-05-17,910.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-05-24,824.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-05-31,532.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-06-07,612.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-06-14,889.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-06-21,734.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-06-28,876.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-07-05,718.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-07-12,954.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-07-19,586.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-07-26,843.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-08-02,781.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-08-09,740.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-08-16,706.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-08-23,581.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-08-30,590.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-09-06,797.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-09-13,650.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-09-20,479.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-09-27,416.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-10-04,505.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-10-11,960.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-10-18,1177.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-10-25,1314.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-11-01,1131.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-11-08,860.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-11-15,1068.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
