week_end_date,carrier,train_speed_mph,terminal_dwell_hours,source_url,ingested_at_utc
2017-08-23,BNSF,25.5,8.6,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-08-23,UP,25.4,17.0,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-08-30,BNSF,24.8,9.6,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-08-30,UP,25.5,16.0,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-09-06,BNSF,25.4,5.0,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-09-06,UP,26.0,24.2,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-09-13,BNSF,26.1,13.5,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-09-13,UP,25.8,20.3,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-09-20,BNSF,25.1,9.4,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-09-20,UP,25.5,19.1,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-09-27,BNSF,25.1,11.3,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-09-27,UP,25.4,19.9,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-10-04,BNSF,25.2,7.5,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-10-04,UP,25.6,15.7,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-10-11,BNSF,25.2,7.0,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-10-11,UP,25.2,15.9,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-10-18,BNSF,24.8,8.3,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-10-18,UP,25.1,19.1,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-10-25,BNSF,25.0,11.7,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-10-25,UP,24.8,17.9,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-11-01,BNSF,24.8,7.5,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-11-01,UP,24.8,20.2,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-11-08,BNSF,25.3,5.3,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-11-08,UP,24.8,17.5,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-11-15,BNSF,25.2,9.7,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-11-15,UP,25.1,18.7,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-11-22,BNSF,25.7,5.3,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-11-22,UP,25.2,20.3,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-11-29,BNSF,26.4,11.7,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-11-29,UP,26.0,26.2,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-12-06,BNSF,27.4,3.6,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-12-06,UP,26.3,21.2,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-12-13,BNSF,26.4,12.8,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-12-13,UP,25.2,18.8,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-12-20,BNSF,26.6,14.4,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-12-20,UP,24.8,24.2,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-12-27,BNSF,27.2,16.4,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2017-12-27,UP,25.2,21.0,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2018-01-03,BNSF,26.7,17.1,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2018-01-03,UP,25.3,33.2,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2018-01-10,BNSF,26.4,8.5,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2018-01-10,UP,25.6,22.6,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2018-01-17,BNSF,27.5,3.6,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2018-01-17,UP,25.7,20.0,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2018-01-24,BNSF,26.5,8.6,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2018-01-24,UP,25.1,19.4,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2018-01-31,BNSF,26.5,12.9,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2018-01-31,UP,25.0,18.3,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2018-02-07,BNSF,26.4,9.2,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2018-02-07,UP,25.3,18.8,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2018-02-14,BNSF,25.3,9.6,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2018-02-14,UP,24.7,18.4,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2018-02-21,BNSF,25.2,8.0,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2018-02-21,UP,24.6,23.1,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2018-02-28,BNSF,25.0,16.2,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2018-02-28,UP,24.2,27.5,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2018-03-07,BNSF,24.9,4.9,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2018-03-07,UP,24.1,26.8,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2018-03-14,BNSF,25.1,5.2,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2018-03-14,UP,24.4,30.7,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2018-03-21,BNSF,24.9,14.1,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2018-03-21,UP,24.4,21.7,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2018-03-28,BNSF,25.2,9.8,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2018-03-28,UP,24.7,26.9,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
2018-04-04,BNSF,25.0,25.0,https://www.stb.gov/wp-content/uploads/files/rsir/All%20Class%201%20Railroads/EP724%20Consolidated%20Data%20through%202026-01-14.xlsx,2026-01-22T05:31:47.787480Z
